model,states,policy,escapement
2,23.397489539748953,185,4.92050209205021
2,23.497907949790793,186,4.9205020920502065
2,23.598326359832637,187,4.92050209205021
2,23.698744769874477,188,4.92050209205021
2,23.799163179916317,189,4.9205020920502065
2,23.89958158995816,190,4.92050209205021
2,24,191,4.92050209205021
3,0,1,0
3,0.100418410041841,2,0
3,0.200836820083682,3,0
3,0.301255230125523,4,0
3,0.401673640167364,5,0
3,0.502092050209205,6,0
3,0.602510460251046,1,0.602510460251046
3,0.702928870292887,1,0.702928870292887
3,0.803347280334728,1,0.803347280334728
3,0.9037656903765691,1,0.9037656903765691
3,1.00418410041841,1,1.00418410041841
3,1.104602510460251,1,1.104602510460251
3,1.205020920502092,1,1.205020920502092
3,1.3054393305439331,1,1.3054393305439331
3,1.405857740585774,1,1.405857740585774
3,1.506276150627615,1,1.506276150627615
3,1.606694560669456,1,1.606694560669456
3,1.707112970711297,1,1.707112970711297
3,1.8075313807531381,1,1.8075313807531381
3,1.907949790794979,1,1.907949790794979
3,2.00836820083682,1,2.00836820083682
3,2.1087866108786613,1,2.1087866108786613
3,2.209205020920502,1,2.209205020920502
3,2.309623430962343,1,2.309623430962343
3,2.410041841004184,1,2.410041841004184
3,2.510460251046025,1,2.510460251046025
3,2.6108786610878663,1,2.6108786610878663
3,2.711297071129707,1,2.711297071129707
3,2.811715481171548,1,2.811715481171548
3,2.912133891213389,1,2.912133891213389
3,3.01255230125523,1,3.01255230125523
3,3.1129707112970713,1,3.1129707112970713
3,3.213389121338912,1,3.213389121338912
3,3.313807531380753,1,3.313807531380753
3,3.414225941422594,1,3.414225941422594
3,3.514644351464435,1,3.514644351464435
3,3.6150627615062763,1,3.6150627615062763
3,3.715481171548117,1,3.715481171548117
3,3.815899581589958,1,3.815899581589958
3,3.916317991631799,1,3.916317991631799
3,4.01673640167364,1,4.01673640167364
3,4.117154811715481,1,4.117154811715481
3,4.2175732217573225,1,4.2175732217573225
3,4.317991631799163,1,4.317991631799163
3,4.418410041841004,1,4.418410041841004
3,4.518828451882845,1,4.518828451882845
3,4.619246861924686,1,4.619246861924686
3,4.7196652719665275,1,4.7196652719665275
3,4.820083682008368,1,4.820083682008368
3,4.920502092050209,1,4.920502092050209
3,5.02092050209205,1,5.02092050209205
3,5.121338912133891,1,5.121338912133891
3,5.2217573221757325,1,5.2217573221757325
3,5.322175732217573,1,5.322175732217573
3,5.422594142259414,1,5.422594142259414
3,5.523012552301255,1,5.523012552301255
3,5.623430962343096,1,5.623430962343096
3,5.7238493723849375,1,5.7238493723849375
3,5.824267782426778,1,5.824267782426778
3,5.924686192468619,1,5.924686192468619
3,6.02510460251046,1,6.02510460251046
3,6.125523012552301,1,6.125523012552301
3,6.2259414225941425,1,6.2259414225941425
3,6.326359832635983,1,6.326359832635983
3,6.426778242677824,1,6.426778242677824
3,6.527196652719665,1,6.527196652719665
3,6.627615062761506,1,6.627615062761506
3,6.7280334728033475,1,6.7280334728033475
3,6.828451882845188,1,6.828451882845188
3,6.928870292887029,1,6.928870292887029
3,7.02928870292887,1,7.02928870292887
3,7.129707112970711,1,7.129707112970711
3,7.2301255230125525,1,7.2301255230125525
3,7.330543933054393,1,7.330543933054393
3,7.430962343096234,1,7.430962343096234
3,7.531380753138075,1,7.531380753138075
3,7.631799163179916,1,7.631799163179916
3,7.7322175732217575,1,7.7322175732217575
3,7.832635983263598,1,7.832635983263598
3,7.933054393305439,1,7.933054393305439
3,8.03347280334728,2,7.933054393305439
3,8.133891213389122,3,7.93305439330544
3,8.234309623430962,4,7.933054393305438
3,8.334728033472803,5,7.933054393305439
3,8.435146443514645,6,7.93305439330544
