model,reps,value,state_index,time,action_index,state
1,44,1.0860404950379052,97,45,18,9.640167364016737
1,44,0.6324588765220742,90,46,11,8.93723849372385
1,44,1.3148820042893925,101,47,22,10.0418410041841
1,44,0.9298094173189274,95,48,16,9.439330543933055
1,44,1.5955529601192795,106,49,27,10.543933054393305
1,44,1.2150749465523742,100,50,21,9.94142259414226
1,44,0.7819007281064528,93,51,14,9.238493723849372
1,44,1.012260711848585,97,52,18,9.640167364016737
1,44,0.8252902038953756,94,53,15,9.338912133891213
1,44,0.8170373018564218,94,54,15,9.338912133891213
1,44,1.039971765648674,98,55,19,9.740585774058577
1,44,0.9723736008815103,97,56,18,9.640167364016737
1,44,0.8493969395935543,95,57,16,9.439330543933055
1,44,0.6166621781449205,91,58,12,9.03765690376569
1,44,1.109991920660857,100,59,21,9.94142259414226
1,44,1.0988920014542485,100,60,21,9.94142259414226
1,44,0.8159273110797793,95,61,16,9.439330543933055
1,44,1.238577658219105,103,62,24,10.242677824267782
1,44,1.0662538101190557,100,63,21,9.94142259414226
1,44,0.6861343268116123,93,64,14,9.238493723849372
1,44,0.7837765194732649,95,65,16,9.439330543933055
1,44,1.2415020068456515,104,66,25,10.343096234309623
1,44,1.280298944559578,105,67,26,10.443514644351465
1,44,0.6590978966592709,93,68,14,9.238493723849372
1,44,0.7026997575151918,94,69,15,9.338912133891213
1,44,0.7950545827886171,96,70,17,9.539748953974895
1,44,0.8854920415808223,98,71,19,9.740585774058577
1,44,0.8279350588780687,97,72,18,9.640167364016737
1,44,0.4821504166407577,90,73,11,8.93723849372385
1,44,0.66826047746409,94,74,15,9.338912133891213
1,44,0.9451112466992131,100,75,21,9.94142259414226
1,44,1.0292261476554432,102,76,23,10.142259414225942
1,44,0.9726187095343939,101,77,22,10.0418410041841
1,44,1.1463006219512497,105,78,26,10.443514644351465
1,44,0.7716895786975814,97,79,18,9.640167364016737
1,44,0.49433526541274475,91,80,12,9.03765690376569
1,44,0.8898034777429406,100,81,21,9.94142259414226
1,44,0.9249507151137868,101,82,22,10.0418410041841
1,44,0.39244337484113523,89,83,10,8.836820083682008
1,44,0.34535016986019895,88,84,9,8.736401673640167
1,44,0.9829529209645913,103,85,24,10.242677824267782
1,44,0.676955402959962,96,86,17,9.539748953974895
1,44,0.7539590800466577,98,87,19,9.740585774058577
1,44,0.41467749402566173,90,88,11,8.93723849372385
1,44,0.45158379099394563,91,89,12,9.03765690376569
1,44,0.6909232002207368,97,90,18,9.640167364016737
1,44,0.6840139682185294,97,91,18,9.640167364016737
1,44,0.9560101108748388,104,92,25,10.343096234309623
1,44,0.394354170735871,90,93,11,8.93723849372385
1,44,0.5856159435427684,95,94,16,9.439330543933055
1,44,0.7343623932026315,99,95,20,9.841004184100418
1,44,0.49743389476409833,93,96,14,9.238493723849372
1,44,0.6818670772843255,98,97,19,9.740585774058577
1,44,0.6375457172608444,97,98,18,9.640167364016737
1,44,0.5940425977301044,96,99,17,9.539748953974895
1,44,0.7718841004255546,101,100,22,10.0418410041841
1,45,0,61,1,1,6.02510460251046
1,45,0,73,2,1,7.2301255230125525
1,45,1.1692305941422594,92,3,13,9.138075313807532
1,45,1.8327689563179914,99,4,20,9.841004184100418
1,45,1.7189443579782426,98,5,19,9.740585774058577
1,45,1.2290452159544436,93,6,14,9.238493723849372
1,45,1.5911408449625601,97,7,18,9.640167364016737
1,45,1.297247771245946,94,8,15,9.338912133891213
1,45,1.8346789907621237,100,9,21,9.94142259414226
1,45,0.9989827104699764,91,10,12,9.03765690376569
1,45,0.35963377576919153,84,11,5,8.334728033472803
1,45,1.1571216735373737,93,12,14,9.238493723849372
1,45,2.4673394454196917,108,13,29,10.744769874476987
1,45,1.919237611472889,102,14,23,10.142259414225942
1,45,1.9000452353581603,102,15,23,10.142259414225942
1,45,0.9405223915022893,91,16,12,9.03765690376569
1,45,1.5236462742337087,98,17,19,9.740585774058577
1,45,2.0112130819884952,104,18,25,10.343096234309623
1,45,1.6592507926405087,100,19,21,9.94142259414226
1,45,1.4783924562426933,98,20,19,9.740585774058577
1,45,1.0570506062135256,93,21,14,9.238493723849372
1,45,0.7244862231817318,89,22,10,8.836820083682008
1,45,1.3547892373498385,97,23,18,9.640167364016737
1,45,1.34124134497634,97,24,18,9.640167364016737
1,45,1.9526896051861422,105,25,26,10.443514644351465
1,45,1.1598976254805682,95,26,16,9.439330543933055
1,45,1.6841713521977852,102,27,23,10.142259414225942
1,45,1.136815662733505,95,28,16,9.439330543933055
1,45,1.0504176723657586,94,29,15,9.338912133891213
1,45,1.1141930310451083,95,30,16,9.439330543933055
1,45,1.02951436068568,94,31,15,9.338912133891213
1,45,0.7280137264848736,90,32,11,8.93723849372385
1,45,1.0811003838300375,95,33,16,9.439330543933055
1,45,1.212994630657302,97,34,18,9.640167364016737
1,45,0.6357518917150918,89,35,10,8.836820083682008
1,45,0.769259788975261,91,36,12,9.03765690376569
1,45,1.2462008581399229,98,37,19,9.740585774058577
1,45,1.2337388495585238,98,38,19,9.740585774058577
1,45,0.5428450938057504,88,39,9,8.736401673640167
1,45,0.8061249643015395,92,40,13,9.138075313807532
1,45,1.130590262432909,97,41,18,9.640167364016737
1,45,0.855923333971267,93,42,14,9.238493723849372
1,45,1.6295463473683736,105,43,26,10.443514644351465
1,45,1.4196607778273271,102,44,23,10.142259414225942
1,45,1.2138099650423646,99,45,20,9.841004184100418
1,45,0.7589506518264891,92,46,13,9.138075313807532
1,45,1.064428289186651,97,47,18,9.640167364016737
1,45,1.1777585952706413,99,48,20,9.841004184100418
1,45,0.9818787446887873,96,49,17,9.539748953974895
1,45,0.7897987152590433,93,50,14,9.238493723849372
1,45,0.8420469379607953,94,51,15,9.338912133891213
1,45,1.071805459604384,98,52,19,9.740585774058577
1,45,1.002138104730099,97,53,18,9.640167364016737
1,45,0.8753971091318804,95,54,16,9.439330543933055
1,45,0.8088669288378576,94,55,15,9.338912133891213
1,45,0.5719844711067706,90,56,11,8.93723849372385
1,45,0.566264626395703,90,57,11,8.93723849372385
1,45,0.8409029701976188,95,58,16,9.439330543933055
1,45,0.6659951523965143,92,59,13,9.138075313807532
1,45,0.7692244010179738,94,60,15,9.338912133891213
1,45,0.7615321570077941,94,61,15,9.338912133891213
1,45,0.9154704430315125,97,62,18,9.640167364016737
1,45,0.9596284291071502,98,63,19,9.740585774058577
1,45,0.8972525812151854,97,64,18,9.640167364016737
1,45,0.5225176796488432,90,65,11,8.93723849372385
1,45,0.8276680045637677,96,66,17,9.539748953974895
1,45,0.7681793667357468,95,67,16,9.439330543933055
1,45,1.216796116909423,104,68,25,10.343096234309623
1,45,0.9034711168052466,98,69,19,9.740585774058577
1,45,1.2919636970315027,106,70,27,10.543933054393305
1,45,0.8854920415808223,98,71,19,9.740585774058577
1,45,0.5844247474433427,92,72,13,9.138075313807532
1,45,0.9643008332815154,100,73,21,9.94142259414226
1,45,0.7637262599589602,96,74,17,9.539748953974895
1,45,0.9451112466992131,100,75,21,9.94142259414226
1,45,0.7017451006741657,95,76,16,9.439330543933055
1,45,1.0652490628233835,103,77,24,10.242677824267782
1,45,1.1463006219512497,105,78,26,10.443514644351465
1,45,0.9078700925853898,100,79,21,9.94142259414226
1,45,0.7190331133276288,96,80,17,9.539748953974895
1,45,0.5338820866457643,92,81,13,9.138075313807532
1,45,0.5285432657793068,92,82,13,9.138075313807532
1,45,0.6540722914018919,95,83,16,9.439330543933055
1,45,0.6907003397203979,96,84,17,9.539748953974895
1,45,0.6410562528029944,95,85,16,9.439330543933055
1,45,0.7615748283299573,98,86,19,9.740585774058577
1,45,0.46075277113962415,91,87,12,9.03765690376569
1,45,0.8708227374538897,101,88,22,10.0418410041841
1,45,0.9031675819878913,102,89,23,10.142259414225942
1,45,0.5689955766523714,94,90,15,9.338912133891213
1,45,1.086375125994135,107,91,28,10.644351464435147
1,45,1.1551788839737636,109,92,30,10.845188284518828
1,45,0.3549187536622839,89,93,10,8.836820083682008
1,45,0.5856159435427684,95,94,16,9.439330543933055
1,45,0.6184104363811634,96,95,17,9.539748953974895
1,45,0.8418112065238587,102,96,23,10.142259414225942
1,45,0.30305203434858913,88,97,9,8.736401673640167
1,45,0.7500537850127581,100,98,21,9.94142259414226
1,45,0.9281915589532881,105,99,26,10.443514644351465
1,45,0.6616149432219038,98,100,19,9.740585774058577
1,46,0,61,1,1,6.02510460251046
1,46,0,71,2,1,7.02928870292887
1,46,0.38974353138075313,84,3,5,8.334728033472803
1,46,1.5433843842677823,96,4,17,9.539748953974895
1,46,0.8594721789891213,89,5,10,8.836820083682008
1,46,1.5126710350208534,96,6,17,9.539748953974895
1,46,2.0591234464221366,102,7,23,10.142259414225942
1,46,1.4825688814239384,96,8,17,9.539748953974895
1,46,1.9264129403002301,101,9,22,10.0418410041841
1,46,1.6346989807690524,98,10,19,9.740585774058577
1,46,1.528443547019064,97,11,18,9.640167364016737
1,46,1.3351403925431236,95,12,16,9.439330543933055
1,46,2.379220179511846,107,13,28,10.644351464435147
1,46,1.3085710987315153,95,14,16,9.439330543933055
1,46,1.6409481578093201,99,15,20,9.841004184100418
1,46,1.7100407118223442,100,16,21,9.94142259414226
1,46,1.3543522437632964,96,17,17,9.539748953974895
1,46,0.3352021803314159,84,18,5,8.334728033472803
1,46,1.6592507926405087,100,19,21,9.94142259414226
1,46,1.724791198949809,101,20,22,10.0418410041841
1,46,1.4636085316802663,98,21,19,9.740585774058577
1,46,1.126978569393805,94,22,15,9.338912133891213
1,46,1.115708783699867,94,23,15,9.338912133891213
1,46,1.2623447952718494,96,24,17,9.539748953974895
1,46,1.1716137631116852,95,25,16,9.439330543933055
1,46,1.5465301673074243,100,26,21,9.94142259414226
1,46,0.9951921626623277,93,27,14,9.238493723849372
1,46,1.136815662733505,95,28,16,9.439330543933055
1,46,1.7256861760294604,103,29,24,10.242677824267782
1,46,0.7427953540300721,90,30,11,8.93723849372385
1,46,1.5442715410285204,101,31,22,10.0418410041841
1,46,0.8736164717818484,92,32,13,9.138075313807532
1,46,1.3693938195180475,99,33,20,9.841004184100418
1,46,0.9275841293261722,93,34,14,9.238493723849372
1,46,0.8476691889534558,92,35,13,9.138075313807532
1,46,0.9091252051525813,93,36,14,9.238493723849372
1,46,0.7615671910855084,91,37,12,9.03765690376569
1,46,1.2337388495585238,98,38,19,9.740585774058577
1,46,1.017834550885782,95,39,16,9.439330543933055
1,46,1.2091874464523091,98,40,19,9.740585774058577
1,46,1.064084952878032,96,41,17,9.539748953974895
1,46,0.9217635904305951,94,42,15,9.338912133891213
1,46,0.8473641006315543,93,43,14,9.238493723849372
1,46,1.3551307424715395,101,44,22,10.0418410041841
1,46,1.0221557600356754,96,45,17,9.539748953974895
1,46,0.8221965394786965,93,46,14,9.238493723849372
1,46,1.941016292046246,111,47,32,11.04602510460251
1,46,1.0537840062947845,97,48,18,9.640167364016737
1,46,0.613674215430492,90,49,11,8.93723849372385
1,46,0.9720599572418994,96,50,17,9.539748953974895
1,46,0.9623393576694804,96,51,17,9.539748953974895
1,46,1.2504397028717813,101,52,22,10.0418410041841
1,46,1.59163110751251,107,53,28,10.644351464435147
1,46,0.583598072754587,90,54,11,8.93723849372385
1,46,1.097747974851378,99,55,20,9.841004184100418
1,46,1.2011673893242185,101,56,22,10.0418410041841
1,46,0.7927704769539841,94,57,15,9.338912133891213
1,46,0.7287825741712698,93,58,14,9.238493723849372
1,46,1.2764907087599855,103,59,24,10.242677824267782
1,46,0.7142798009452616,93,60,14,9.238493723849372
1,46,0.8703224651517647,96,61,17,9.539748953974895
1,46,1.0770240506253086,100,62,21,9.94142259414226
1,46,0.9063157386011974,97,63,18,9.640167364016737
1,46,0.7389138904125055,94,64,15,9.338912133891213
1,46,0.7315247515083805,94,65,15,9.338912133891213
1,46,0.5690217531375903,91,66,12,9.03765690376569
1,46,1.0754511134300457,101,67,22,10.0418410041841
1,46,0.8111974112729486,96,68,17,9.539748953974895
1,46,0.4517355584026233,89,69,10,8.836820083682008
1,46,0.6459818485157514,93,70,14,9.238493723849372
1,46,1.1314620531310506,103,71,24,10.242677824267782
1,46,1.1688494948866854,104,72,25,10.343096234309623
1,46,0.626795541632985,93,73,14,9.238493723849372
1,46,0.8591920424538302,98,74,19,9.740585774058577
1,46,0.992366809034174,101,75,22,10.0418410041841
1,46,0.9356601342322209,100,76,21,9.94142259414226
1,46,0.7410428263119191,96,77,17,9.539748953974895
1,46,0.7794844229268498,97,78,18,9.640167364016737
1,46,0.7716895786975814,97,79,18,9.640167364016737
1,46,0.5842144045786984,93,80,14,9.238493723849372
1,46,0.4893919127586173,91,81,12,9.03765690376569
1,46,0.6606790822241333,95,82,16,9.439330543933055
1,46,0.872096388535856,100,83,21,9.94142259414226
1,46,0.34535016986019895,88,84,9,8.736401673640167
1,46,0.5128450022423955,92,85,13,9.138075313807532
1,46,0.5923359775899667,94,86,15,9.338912133891213
1,46,0.71207246448851,97,87,18,9.640167364016737
1,46,0.8708227374538897,101,88,22,10.0418410041841
1,46,0.6979022224451887,97,89,18,9.640167364016737
1,46,0.4877104942734613,92,90,13,9.138075313807532
1,46,0.72425008399609,98,91,19,9.740585774058577
1,46,0.6373400739165591,96,92,17,9.539748953974895
1,46,0.9858854268396774,105,93,26,10.443514644351465
1,46,0.4684927548342147,92,94,13,9.138075313807532
1,46,0.5411091318335179,94,95,15,9.338912133891213
1,46,0.9948677895281967,106,96,27,10.543933054393305
1,46,0.5303410601100309,94,97,15,9.338912133891213
1,46,0.7875564742633961,101,98,22,10.0418410041841
1,46,0.48265961065570984,93,99,14,9.238493723849372
1,46,0.7351277146910042,100,100,21,9.94142259414226
1,47,0,61,1,1,6.02510460251046
1,47,0,74,2,1,7.330543933054393
1,47,0.8769229456066946,89,3,10,8.836820083682008
1,47,1.2539998122175733,93,4,14,9.238493723849372
1,47,1.1459629053188283,92,5,13,9.138075313807532
1,47,1.2290452159544436,93,6,14,9.238493723849372
1,47,1.1231582435029837,92,7,13,9.138075313807532
1,47,1.853211101779923,100,8,21,9.94142259414226
1,47,1.376009243071593,95,9,16,9.439330543933055
1,47,2.3612318611108534,106,10,27,10.543933054393305
1,47,1.528443547019064,97,11,18,9.640167364016737
1,47,1.3351403925431236,95,12,16,9.439330543933055
1,47,1.1455504568019999,93,13,14,9.238493723849372
1,47,1.13409495223398,93,14,14,9.238493723849372
1,47,1.6409481578093201,99,15,20,9.841004184100418
1,47,1.1115264626845238,93,16,14,9.238493723849372
1,47,1.1850582132928844,94,17,15,9.338912133891213
1,47,1.5084098114913715,98,18,19,9.740585774058577
1,47,1.4103631737444324,97,19,18,9.640167364016737
1,47,1.3141266277712829,96,20,17,9.539748953974895
1,47,1.30098536149357,96,21,17,9.539748953974895
1,47,1.5294709156058781,99,22,20,9.841004184100418
1,47,1.2750957527998479,96,23,17,9.539748953974895
1,47,1.104551695862868,94,24,15,9.338912133891213
1,47,1.484044099941468,99,25,20,9.841004184100418
1,47,0.7732650836537122,90,26,11,8.93723849372385
1,47,0.9186389193806102,92,27,13,9.138075313807532
1,47,1.136815662733505,95,28,16,9.439330543933055
1,47,1.350537007327404,98,29,19,9.740585774058577
1,47,1.411311172657137,99,30,20,9.841004184100418
1,47,1.5442715410285204,101,31,22,10.0418410041841
1,47,1.38322608032126,99,32,20,9.841004184100418
1,47,1.3693938195180475,99,33,20,9.841004184100418
1,47,1.498405131988432,101,34,22,10.0418410041841
1,47,2.2604511705425487,112,35,33,11.146443514644352
1,47,1.0489906213299014,95,36,16,9.439330543933055
1,47,1.1769674771321494,97,37,18,9.640167364016737
1,47,1.2337388495585238,98,38,19,9.740585774058577
1,47,0.6107007305314692,89,39,10,8.836820083682008
1,47,0.6717708035846162,90,40,11,8.93723849372385
1,47,1.064084952878032,96,41,17,9.539748953974895
1,47,1.0534441033492516,96,42,17,9.539748953974895
1,47,1.042909662315759,96,43,17,9.539748953974895
1,47,1.290600707115752,100,44,21,9.94142259414226
1,47,1.0221557600356754,96,45,17,9.539748953974895
1,47,1.201671865391941,99,46,20,9.841004184100418
1,47,0.6887477165325389,91,47,12,9.03765690376569
1,47,1.3017331842464985,101,48,22,10.0418410041841
1,47,1.1659810093179348,99,49,20,9.841004184100418
1,47,0.9720599572418994,96,50,17,9.539748953974895
1,47,0.7819007281064528,93,51,14,9.238493723849372
1,47,1.3099844506275804,102,52,23,10.142259414225942
1,47,1.06108740500834,98,53,19,9.740585774058577
1,47,1.2255559527846327,101,54,22,10.0418410041841
1,47,1.3288528116621945,103,55,24,10.242677824267782
1,47,1.1439689422135413,100,56,21,9.94142259414226
1,47,0.33975877583742176,86,57,7,8.535564853556485
1,47,0.6166621781449205,91,58,12,9.03765690376569
1,47,0.8324939404956427,95,59,16,9.439330543933055
1,47,1.043947401381536,99,60,20,9.841004184100418
1,47,1.0335079273677206,99,61,20,9.841004184100418
1,47,0.8077680379689816,95,62,16,9.439330543933055
1,47,0.8530030480952445,96,63,17,9.539748953974895
1,47,1.055591272017865,100,64,21,9.94142259414226
1,47,0.8360282874381492,96,65,17,9.539748953974895
1,47,1.1380435062751806,102,66,23,10.142259414225942
1,47,0.6657554511709807,93,67,14,9.238493723849372
1,47,0.6083980584547115,92,68,13,9.138075313807532
1,47,0.9034711168052466,98,69,19,9.740585774058577
1,47,0.6459818485157514,93,70,14,9.238493723849372
1,47,1.3282380623712333,107,71,28,10.644351464435147
1,47,0.7305309343041783,95,72,16,9.439330543933055
1,47,0.6750105832970608,94,73,15,9.338912133891213
1,47,0.5250618037217851,91,74,12,9.03765690376569
1,47,1.1813890583740163,105,75,26,10.443514644351465
1,47,1.0292261476554432,102,76,23,10.142259414225942
1,47,0.6947276496674241,95,77,16,9.439330543933055
1,47,0.8253364478048999,98,78,19,9.740585774058577
1,47,0.5447220555512339,92,79,13,9.138075313807532
1,47,0.6291539741616751,94,80,15,9.338912133891213
1,47,0.5783722605329114,93,81,14,9.238493723849372
1,47,0.6606790822241333,95,82,16,9.439330543933055
1,47,0.436048194267928,90,83,11,8.93723849372385
1,47,0.4748564835577736,91,84,12,9.03765690376569
1,47,1.025690004484791,104,85,25,10.343096234309623
1,47,0.5500262649049692,93,86,14,9.238493723849372
1,47,1.0471653889536912,105,87,26,10.443514644351465
1,47,0.7464194892461912,98,88,19,9.740585774058577
1,47,0.8210614381708102,100,89,21,9.94142259414226
1,47,0.8941359061680124,102,90,23,10.142259414225942
1,47,0.8047223155512111,100,91,21,9.94142259414226
1,47,0.7966750923956989,100,92,21,9.94142259414226
1,47,0.6309666731773935,96,93,17,9.539748953974895
1,47,1.0541086983769832,107,94,28,10.644351464435147
1,47,0.8116636977502771,101,95,22,10.0418410041841
1,47,0.8035470607727743,101,96,22,10.0418410041841
1,47,0.6061040686971783,96,97,17,9.539748953974895
1,47,0.412529581757017,91,98,12,9.03765690376569
1,47,0.5197872730138413,94,99,15,9.338912133891213
1,47,0.6616149432219038,98,100,19,9.740585774058577
1,48,0,61,1,1,6.02510460251046
1,48,0,69,2,1,6.828451882845188
1,48,0.29230764853556485,83,3,4,8.234309623430962
1,48,0.9646152401673639,90,4,11,8.93723849372385
1,48,1.5279505404251044,96,5,17,9.539748953974895
1,48,1.1345032762656402,92,6,13,9.138075313807532
1,48,0.7487721623353224,88,7,9,8.736401673640167
1,48,1.297247771245946,94,8,15,9.338912133891213
1,48,2.018146889838336,102,9,23,10.142259414225942
1,48,1.6346989807690524,98,10,19,9.740585774058577
1,48,2.247711098557447,105,11,26,10.443514644351465
1,48,1.5131591115488734,97,12,18,9.640167364016737
1,48,1.6742660522490767,99,13,20,9.841004184100418
1,48,2.6171421974630307,110,14,31,10.94560669456067
1,48,2.0727766203907203,104,15,25,10.343096234309623
1,48,1.0260244270934065,92,16,13,9.138075313807532
1,48,1.0157641828224724,92,17,13,9.138075313807532
1,48,1.4246092664085175,97,18,18,9.640167364016737
1,48,0.9955504755843053,92,19,13,9.138075313807532
1,48,1.6426582847141036,100,20,21,9.94142259414226
1,48,0.7318042658401331,89,21,10,8.836820083682008
1,48,1.4489724463634637,98,22,19,9.740585774058577
1,48,1.753256660099791,102,23,23,10.142259414225942
1,48,1.499034444385321,99,24,20,9.841004184100418
1,48,0.39053792103722845,85,25,6,8.435146443514645
1,48,1.005244608749826,93,26,14,9.238493723849372
1,48,1.3779583790709153,98,27,19,9.740585774058577
1,48,1.0610279518846046,94,28,15,9.338912133891213
1,48,1.5005966748082264,100,29,21,9.94142259414226
1,48,1.4855907080601443,100,30,21,9.94142259414226
1,48,1.1765878407836343,96,31,17,9.539748953974895
1,48,0.9464178444303358,93,32,14,9.238493723849372
1,48,1.44146717844005,100,33,21,9.94142259414226
1,48,0.9989367546589545,94,34,15,9.338912133891213
1,48,1.4127819815890927,100,35,21,9.94142259414226
1,48,1.8182504103051627,106,36,27,10.543933054393305
1,48,1.3846676201554697,100,37,21,9.94142259414226
1,48,1.3022798967562195,99,38,20,9.841004184100418
1,48,1.424968371240095,101,39,22,10.0418410041841
1,48,1.410718687527694,101,40,22,10.0418410041841
1,48,0.931074333768278,94,41,15,9.338912133891213
1,48,1.3168051291865646,100,42,21,9.94142259414226
1,48,1.3036370778946988,100,43,21,9.94142259414226
1,48,1.3551307424715395,101,44,22,10.0418410041841
1,48,1.149925230040135,98,45,19,9.740585774058577
1,48,1.3914095283485632,102,46,23,10.142259414225942
1,48,0.8765880028595948,94,47,15,9.338912133891213
1,48,1.363720478734427,102,48,23,10.142259414225942
1,48,0.9818787446887873,96,49,17,9.539748953974895
1,48,1.032813704569518,97,50,18,9.640167364016737
1,48,0.8420469379607953,94,51,15,9.338912133891213
1,48,0.7740817208253884,93,52,14,9.238493723849372
1,48,0.4715944022259289,88,53,9,8.736401673640167
1,48,0.9337569164073392,96,54,17,9.539748953974895
1,48,1.1555241840540822,100,55,21,9.94142259414226
1,48,0.6291829182174478,91,56,12,9.03765690376569
1,48,0.566264626395703,90,57,11,8.93723849372385
1,48,0.6727223761580952,92,58,13,9.138075313807532
1,48,0.7214947484295572,93,59,14,9.238493723849372
1,48,1.3186704017450983,104,60,25,10.343096234309623
1,48,0.7071370029358088,93,61,14,9.238493723849372
1,48,0.861619240500247,96,62,17,9.539748953974895
1,48,0.7996903575892917,95,63,16,9.439330543933055
1,48,0.8972525812151854,97,64,18,9.640167364016737
1,48,0.7837765194732649,95,65,16,9.439330543933055
1,48,0.5172925028523547,90,66,11,8.93723849372385
1,48,0.6657554511709807,93,67,14,9.238493723849372
1,48,0.9125970876820673,98,68,19,9.740585774058577
1,48,0.9536639566277603,99,69,20,9.841004184100418
1,48,0.8944364056371942,98,70,19,9.740585774058577
1,48,0.5903280277205482,92,71,13,9.138075313807532
1,48,1.0227433080258497,101,72,22,10.0418410041841
1,48,1.1571609999378185,104,73,25,10.343096234309623
1,48,0.8591920424538302,98,74,19,9.740585774058577
1,48,1.2286446207089772,106,75,27,10.543933054393305
1,48,0.5146130738277216,91,76,12,9.03765690376569
1,48,0.6020972963784342,93,77,14,9.238493723849372
1,48,0.7794844229268498,97,78,18,9.640167364016737
1,48,0.8170830833268509,98,79,19,9.740585774058577
1,48,0.6740935437446519,95,80,16,9.439330543933055
1,48,0.8898034777429406,100,81,21,9.94142259414226
1,48,1.0570865315586135,104,82,25,10.343096234309623
1,48,0.872096388535856,100,83,21,9.94142259414226
1,48,0.6475315684878731,95,84,16,9.439330543933055
1,48,0.9829529209645913,103,85,24,10.242677824267782
1,48,0.5923359775899667,94,86,15,9.338912133891213
1,48,0.7958456956048052,99,87,20,9.841004184100418
1,48,0.6220162410384926,95,88,16,9.439330543933055
1,48,0.7800083662622697,99,89,20,9.841004184100418
1,48,0.5283530354629165,93,90,14,9.238493723849372
1,48,0.72425008399609,98,91,19,9.740585774058577
1,48,0.756841337775914,99,92,20,9.841004184100418
1,48,0.788708341471742,100,93,21,9.94142259414226
1,48,0.8198623209598759,101,94,22,10.0418410041841
1,48,0.6957117409288089,98,95,19,9.740585774058577
1,48,0.42090560326192933,91,96,12,9.03765690376569
1,48,0.5682225644036046,95,97,16,9.439330543933055
1,48,0.37502689250637905,90,98,11,8.93723849372385
1,48,0.4084042859394468,91,99,12,9.03765690376569
1,48,0.5513457860182531,95,100,16,9.439330543933055
1,49,0,61,1,1,6.02510460251046
1,49,0,73,2,1,7.2301255230125525
1,49,1.4615382426778243,95,3,16,9.439330543933055
1,49,1.5433843842677823,96,4,17,9.539748953974895
1,49,1.9099381755313805,100,5,21,9.94142259414226
1,49,2.0799226731536735,102,6,23,10.142259414225942
1,49,1.7783338855463906,99,7,20,9.841004184100418
1,49,1.853211101779923,100,8,21,9.94142259414226
1,49,1.376009243071593,95,9,16,9.439330543933055
1,49,1.7255155908117774,99,10,20,9.841004184100418
1,49,1.8880773227882557,101,11,22,10.0418410041841
1,49,1.1571216735373737,93,12,14,9.238493723849372
1,49,1.3217889886176921,95,13,16,9.439330543933055
1,49,1.7447614649753538,100,14,21,9.94142259414226
1,49,2.159142312907,105,15,26,10.443514644351465
1,49,1.7100407118223442,100,16,21,9.94142259414226
1,49,2.0315283656449448,104,17,25,10.343096234309623
1,49,1.2570081762428096,95,18,16,9.439330543933055
1,49,1.0785130152163307,93,19,14,9.238493723849372
1,49,1.1498607992998724,94,20,15,9.338912133891213
1,49,1.3822969465869182,97,21,18,9.640167364016737
1,49,2.012461731060366,105,22,26,10.443514644351465
1,49,1.912643629199772,104,23,25,10.343096234309623
1,49,0.7889654970449058,90,24,11,8.93723849372385
1,49,1.5621516841489138,100,25,21,9.94142259414226
1,49,1.5465301673074243,100,26,21,9.94142259414226
1,49,1.22485189250748,96,27,17,9.539748953974895
1,49,1.7431173495247076,103,28,24,10.242677824267782
1,49,1.2755071735869925,97,29,18,9.640167364016737
1,49,1.1141930310451083,95,30,16,9.439330543933055
1,49,0.8824408805877259,92,31,13,9.138075313807532
1,49,1.38322608032126,99,32,20,9.841004184100418
1,49,1.0811003838300375,95,33,16,9.439330543933055
1,49,1.5697577573212143,102,34,23,10.142259414225942
1,49,0.988947387112365,94,35,15,9.338912133891213
1,49,1.1888560375072217,97,36,18,9.640167364016737
1,49,0.9692673341088288,94,37,15,9.338912133891213
1,49,1.713526179942394,105,38,26,10.443514644351465
1,49,0.6107007305314692,89,39,10,8.836820083682008
1,49,1.2091874464523091,98,40,19,9.740585774058577
1,49,0.731558405103647,91,41,12,9.03765690376569
1,49,0.7242428210526105,91,42,12,9.03765690376569
1,49,0.8473641006315543,93,43,14,9.238493723849372
1,49,0.7098303889136636,91,44,12,9.03765690376569
1,49,0.9582710250334457,95,45,16,9.439330543933055
1,49,1.7708848542618076,108,46,29,10.744769874476987
1,49,0.7513611453082243,92,47,13,9.138075313807532
1,49,0.9917967118068559,96,48,17,9.539748953974895
1,49,0.5523067938874429,89,49,10,8.836820083682008
1,49,1.3365824412076117,102,50,23,10.142259414225942
1,49,1.022485567523823,97,51,18,9.640167364016737
1,49,1.1313502073601829,99,52,20,9.841004184100418
1,49,0.5894930027824111,90,53,11,8.93723849372385
1,49,1.1088363382337152,99,54,20,9.841004184100418
1,49,0.98219555644597,97,55,18,9.640167364016737
1,49,0.6863813653281249,92,56,13,9.138075313807532
1,49,0.6228910890352732,91,57,12,9.03765690376569
1,49,0.6166621781449205,91,58,12,9.03765690376569
1,49,0.9434931325617285,97,59,18,9.640167364016737
1,49,1.043947401381536,99,60,20,9.841004184100418
1,49,1.0335079273677206,99,61,20,9.841004184100418
1,49,0.5923632278439198,91,62,12,9.03765690376569
1,49,0.8530030480952445,96,63,17,9.539748953974895
1,49,1.5306073444259043,109,64,30,10.845188284518828
1,49,0.9405318233679179,98,65,19,9.740585774058577
1,49,0.8276680045637677,96,66,17,9.539748953974895
1,49,0.9218152400828963,98,67,19,9.740585774058577
